# Sip word list — adapted from the New General Service List (NGSL) and New Academic Word List (NAWL) by Browne, C., Culligan, B., & Phillips, J. — CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/) — https://www.newgeneralservicelist.com — Sip's adaptation (level order, Korean meanings, examples) is shared under the same license.
level,day,word,pos,korean,example1,example2,source_list
27,7,relate,verb,관련되다,How does this relate to the problem?,The two events are related.,NGSL
27,7,official,adjective,공식적인,This is the official list of names.,Is that an official report?,NGSL
27,7,financial,adjective,재정적인,The company has financial problems.,She works in a financial firm.,NGSL
28,1,miss,verb,놓치다,Did you miss the last train?,I missed the start of the film.,NGSL
28,1,art,noun,예술,She loves art and music.,Do you study art at school?,NGSL
28,1,campaign,noun,캠페인,The campaign starts next week.,Who is leading the health campaign?,NGSL
28,1,private,adjective,사적인,Her letters are private.,Is this a private party?,NGSL
28,1,pause,verb,잠시 멈추다,Let's pause the game for a minute.,She paused before she answered.,NGSL
28,2,everyone,pronoun,모두,Everyone in the room was happy.,Did everyone get a book?,NGSL
28,2,forget,verb,잊다,Don't forget to call your mother.,I always forget her name.,NGSL
28,2,worry,verb,걱정하다,Don't worry about the test.,Parents worry about their children a lot.,NGSL
28,2,opinion,noun,의견,What is your opinion of the plan?,Everyone has a different opinion.,NGSL
28,2,represent,verb,대표하다,She will represent our school next week.,Who represents your team today?,NGSL
28,3,manager,noun,관리자,Our manager is a very kind woman.,Can I speak to the manager?,NGSL
28,3,international,adjective,국제적인,She works for an international company.,Is this an international phone call?,NGSL
28,3,contain,verb,담고 있다,This book contains many pictures.,Does the report contain the new data?,NGSL
28,3,notice,verb,알아차리다,Did you notice his new car?,I noticed a small change in the room.,NGSL
28,3,wonder,verb,궁금해하다,I wonder where she went.,Do you ever wonder about the future?,NGSL
28,4,nature,noun,자연,We love walking in nature.,Children learn a lot from nature.,NGSL
28,4,structure,noun,구조,This report has a clear structure.,Can you explain the structure of the plan?,NGSL
28,4,section,noun,부분,Read the first section of the book.,Which section of the store sells food?,NGSL
28,4,exactly,adverb,정확히,That is exactly what I mean.,What exactly do you want to eat?,NGSL
28,4,worker,noun,노동자,The workers start work early.,How many workers does the company have?,NGSL
28,5,press,verb,누르다,Press here to open the door.,Did you press the wrong key?,NGSL
28,5,whatever,pronoun,무엇이든,Take whatever you want from the table.,Do whatever makes you happy.,NGSL
28,5,necessary,adjective,필요한,Is it necessary to bring food?,Water is necessary for all life.,NGSL
28,5,region,noun,지방,Many people live in this region.,Which region has the best food?,NGSL
28,5,growth,noun,성장,The city saw fast growth last year.,Good food helps a child's growth.,NGSL
28,6,influence,noun,영향,Music has a big influence on me.,Who had the most influence on you?,NGSL
28,6,respect,noun,존중,Show respect to your teachers.,We should speak to old people with respect.,NGSL
28,6,various,adjective,다양한,The shop sells various kinds of food.,Have you tried various types of music?,NGSL
28,6,thus,adverb,따라서,"It was late, and thus we went home.",She studied hard and thus passed the test.,NGSL
28,6,skill,noun,기술,Reading is an important skill for children.,What skills do you need for this job?,NGSL
28,7,attempt,noun,시도,Her first attempt did not work.,Was this your first attempt at the test?,NGSL
28,7,simple,adjective,간단한,The question was very simple.,Is there a simple way to do this?,NGSL
28,7,medium,adjective,중간의,Please give me a medium drink.,Do you have this in a medium size?,NGSL
28,7,average,adjective,평균의,The average price of a house went up.,What is the average age of the students?,NGSL
28,7,stock,noun,주식,He bought stock in a computer company.,Did the stock price rise today?,NGSL
29,1,management,noun,경영,Good management makes a company strong.,The company needs better management.,NGSL
29,1,character,noun,성격,She has a strong character.,What kind of character does he have?,NGSL
29,1,establish,verb,설립하다,They established the school many years ago.,When was this company established?,NGSL
29,1,indeed,adverb,정말로,It was indeed a very good film.,"Yes, indeed, I would love to come.",NGSL
29,1,final,adjective,마지막,This is the final game of the year.,Have you made your final decision yet?,NGSL
29,2,economy,noun,경제,The economy grew fast last year.,How is the economy doing in your country?,NGSL
29,2,fit,verb,크기가 맞다,Does this key fit the door?,The table does not fit in the room.,NGSL
29,2,guy,noun,남자,Who is that guy by the door?,He is a really nice guy.,NGSL
29,2,function,noun,기능,What is the function of this key?,Each part of the car has a function.,NGSL
29,2,image,noun,이미지,The image on the phone was very clear.,Can you send me the image again?,NGSL
29,3,size,noun,크기,What size is your room?,The two rooms are the same size.,NGSL
29,3,behavior,noun,행동,The teacher was happy with his behavior.,Why is her behavior so different today?,NGSL
29,3,addition,noun,추가,The new room is a nice addition.,Did you make any additions to the list?,NGSL
29,3,determine,verb,결정짓다,Price will determine which car we buy.,Can you determine the cause of the problem?,NGSL
29,3,population,noun,인구,The population of the city is growing.,Does the town have a large population?,NGSL
29,4,fail,verb,실패하다,I failed my test last week.,Why did the plan fail?,NGSL
29,4,environment,noun,환경,We should care for the environment.,Is the environment important to you?,NGSL
29,4,production,noun,생산,Food production increased this year.,When does production start?,NGSL
29,4,contract,noun,계약,She signed a new contract today.,Did you read the contract?,NGSL
29,4,comment,noun,의견,She made a nice comment about my work.,Do you have any comments?,NGSL
29,5,enter,verb,들어가다,Please enter through the front door.,Who entered the house first?,NGSL
29,5,occur,verb,발생하다,The problem occurred last night.,When did the change occur?,NGSL
29,5,alone,adverb,혼자,He lives alone in a small house.,Do you like being alone?,NGSL
29,5,significant,adjective,중대한,There was a significant change in price.,Is this a significant problem?,NGSL
29,5,drug,noun,약물,This drug helps people with heart problems.,Is this drug safe for children?,NGSL
29,6,series,noun,시리즈,I watched the whole series last week.,Which series do you like most?,NGSL
29,6,direct,adjective,직접적인,Is there a direct train to the city?,She gave me a direct answer.,NGSL
29,6,success,noun,성공,The party was a great success.,What is your idea of success?,NGSL
29,6,director,noun,감독,Who is the director of this film?,The director talked to the whole team.,NGSL
29,6,clearly,adverb,분명히,She clearly explained the plan to us.,Can you see the sign clearly?,NGSL
29,7,lack,noun,부족,A lack of money is a big problem.,Is there a lack of good teachers?,NGSL
29,7,review,noun,평가,The film got a great review.,Did you read the customer reviews?,NGSL
29,7,depend,verb,달려 있다,The price depends on the size.,Does the plan depend on money?,NGSL
29,7,race,noun,경주,He won the race by one second.,Who is running in the race today?,NGSL
29,7,recognize,verb,알아보다,I did not recognize him at first.,Do you recognize this old picture?,NGSL
30,1,purpose,noun,목적,What is the purpose of this meeting?,She works hard with a clear purpose.,NGSL
30,1,department,noun,부서,He works in the sales department.,Which department do you work in?,NGSL
30,1,gain,verb,얻다,You will gain experience from this job.,What did you gain from the class?,NGSL
30,1,college,noun,대학,My son goes to college next year.,Which college did you go to?,NGSL
30,1,argue,verb,말다툼하다,The two children argued about the game.,Why do they always argue about money?,NGSL
30,2,board,noun,판자,Put the board against the wall.,Can you cut this board in half?,NGSL
30,2,mark,verb,표시하다,Please mark the date on your list.,Did you mark the right answer?,NGSL
30,2,machine,noun,기계,The machine stopped working last night.,How does this machine work?,NGSL
30,2,achieve,verb,이루다,You can achieve anything with hard work.,What did you achieve this year?,NGSL
30,2,item,noun,항목,Each item on the list is important.,The first item is easy to answer.,NGSL
30,3,prove,verb,증명하다,Can you prove that it is true?,The test proved she was right.,NGSL
30,3,season,noun,계절,Which season do you like most?,Every season brings something new.,NGSL
30,3,stuff,noun,물건,Put your stuff on the table.,Whose stuff is this on the floor?,NGSL
30,3,anyone,pronoun,누구나,Does anyone know the answer?,Anyone can learn to drive a car.,NGSL
30,3,method,noun,방식,This method works well for me.,Is there a better method to learn?,NGSL
30,4,analysis,noun,분석,Her analysis of the data was clear.,We need a full analysis first.,NGSL
30,4,election,noun,선거,The election is next month.,Who won the last election?,NGSL
30,4,military,adjective,군사의,She spent two years in military service.,Do you like military history?,NGSL
30,4,club,noun,클럽,I joined the school book club.,Which club do you want to join?,NGSL
30,4,below,preposition,~아래에,The answer is written below the question.,The kids live below us.,NGSL
30,5,discussion,noun,논의,We had a long discussion about it.,Can we start the discussion now?,NGSL
30,5,challenge,noun,도전,Learning a new language is a challenge.,Do you enjoy a good challenge?,NGSL
30,5,nation,noun,국가,The whole nation watched the game.,Every nation has its own culture.,NGSL
30,5,nearly,adverb,거의,We are nearly at the hotel.,Nearly everyone came to the party.,NGSL
30,5,statement,noun,진술,His statement was short and clear.,Is that statement true?,NGSL
30,6,link,noun,연관,There is a link between the two.,I see no link between these events.,NGSL
30,6,despite,preposition,~에도 불구하고,"Despite the cost, we bought the car.",He kept working despite the late hour.,NGSL
30,6,introduce,verb,소개하다,Let me introduce my friend to you.,Did she introduce herself to the class?,NGSL
30,6,advantage,noun,이점,Speaking two languages is a big advantage.,What is the advantage of this plan?,NGSL
30,6,marry,verb,결혼하다,They plan to marry next summer.,Will you marry me?,NGSL
30,7,strike,verb,치다,He can strike the ball very far.,Why did the car strike the wall?,NGSL
30,7,mile,noun,마일,The school is two miles from here.,How many miles did you walk today?,NGSL
30,7,seek,verb,구하다,Many people seek a better life.,Where should I seek help?,NGSL
30,7,ability,noun,능력,She has the ability to learn fast.,Do you have the ability to drive?,NGSL
30,7,unit,noun,단위,An hour is a unit of time.,A meter is a unit of length.,NGSL
31,1,quickly,adverb,빨리,She walked quickly to the door.,Can you finish this quickly?,NGSL
31,1,interview,noun,면접,I have a job interview tomorrow.,How did your interview go today?,NGSL
31,1,agreement,noun,합의,The two companies reached an agreement.,Are we in agreement about the plan?,NGSL
31,1,release,verb,공개하다,The company will release a new phone.,When did they release the movie?,NGSL
31,1,tax,noun,세금,We pay tax on everything we buy.,How much tax do you pay?,NGSL
31,2,solution,noun,해결책,We found a solution to the problem.,Is there a simple solution?,NGSL
31,2,capital,noun,수도,What is the capital of your country?,The capital is a very big city.,NGSL
31,2,popular,adjective,인기 있는,This game is popular with kids.,Why is that movie so popular?,NGSL
31,2,specific,adjective,구체적인,Please give me a specific example.,Do you have a specific question?,NGSL
31,2,fear,noun,두려움,I felt fear when the light went out.,Do you have a fear of high places?,NGSL
31,3,aim,noun,목적,Our aim is to help every student.,What is the aim of this game?,NGSL
31,3,serious,adjective,심각한,This is a serious problem.,Is her health problem serious?,NGSL
31,3,target,noun,목표치,We reached our sales target early.,What is your target for this year?,NGSL
31,3,degree,noun,학위,She has a degree in history.,Do you need a degree for this job?,NGSL
31,3,access,noun,접근,Students have access to the computer room.,Do you have access to a car?,NGSL
31,4,movement,noun,움직임,She noticed a movement behind the door.,Watch every movement of the animal.,NGSL
31,4,treat,verb,대하다,Please treat your friends with respect.,Why does he treat her like that?,NGSL
31,4,identify,verb,알아내다,Can you identify the problem here?,The police identified the man quickly.,NGSL
31,4,loss,noun,손실,The company had a big loss last year.,How did they explain the loss?,NGSL
31,4,modern,adjective,현대적인,They live in a modern house.,Do you like modern art?,NGSL
31,5,pressure,noun,압박,She is under a lot of pressure.,Do you feel pressure at work?,NGSL
31,5,treatment,noun,치료,The doctor started her treatment today.,Is the treatment working well?,NGSL
31,5,conference,noun,회의,The conference will be held next month.,Are you going to the conference?,NGSL
31,5,supply,noun,공급,The water supply was cut for an hour.,Do we have a good supply of food?,NGSL
31,5,worth,adjective,가치가 있는,This book is worth reading.,Is the trip worth the money?,NGSL
31,6,natural,adjective,자연스러운,It is natural to feel that way.,Her voice sounds very natural.,NGSL
31,6,express,verb,표현하다,She expressed her love for her family.,Can you express your ideas clearly?,NGSL
31,6,indicate,verb,나타내다,The results indicate a real problem.,What does this sign indicate?,NGSL
31,6,attend,verb,참석하다,I will attend the meeting tomorrow.,Did you attend the party last night?,NGSL
31,6,investment,noun,투자,This house was a good investment.,Is education a good investment?,NGSL
31,7,score,noun,점수,My test score was very high.,What was the final score?,NGSL
31,7,organize,verb,정리하다,Let's organize the books by size.,She organized her office last week.,NGSL
31,7,beyond,preposition,~너머에,The store is beyond the school.,Is the hotel beyond the station?,NGSL
